AG.01	N-1323145	17.6	-61.8	Barbuda
DZ.64	N15082552	34.2	4.8	Ouled Djellal
DZ.64	N15082552	34.2	4.8	Ouled Djellal
DZ.64	N15082552	34.2	4.8	أولاد جلال
DZ.64	N15082552	34.2	4.8	أولاد جلال
DZ.65	N15082553	29.9	0.9	Timimoun
DZ.65	N15082553	29.9	0.9	Timimoun
DZ.65	N15082553	29.9	0.9	تيميمون
DZ.65	N15082553	29.9	0.9	تيميمون
DZ.66	N15082554	31.9	6.9	Touggourt
DZ.66	N15082554	31.9	6.9	Touggourt
DZ.66	N15082554	31.9	6.9	توقرت
DZ.66	N15082554	31.9	6.9	توقرت
DZ.34	N-457042	26.7	-0.9	Adrar
DZ.34	N-457042	26.7	-0.9	Adrar
DZ.34	N-457042	26.7	-0.9	أدرار
DZ.34	N-457042	26.7	-0.9	أدرار
DZ.38	N-460336	31.4	-1.8	Bechar
DZ.38	N-460336	31.4	-1.8	بشار
DZ.38	N-460336	31.4	-1.8	بشار
DZ.38	N-460336	31.4	-1.8	Béchar
AZ.26	N-2706817	40.1	46.2	Kel'badzharskiy Rayon
AZ.26	N-2706817	40.1	46.2	Kalbajar Rayonu
AZ.26	N-2706817	40.1	46.2	Kalbacar Rayonu
AZ.26	N-2706817	40.1	46.2	Kalbacar
AZ.74	N189634	39.4	45.2	Kangarli Rayonu
AZ.74	N189634	39.4	45.2	Kangarli
AZ.27	N-2707385	40.2	48.2	Kurdamir
AZ.27	N-2707385	40.2	48.2	Kurdamir Rayonu
AZ.27	N-2707385	40.2	48.2	Kyurdamirskiy Rayon
AZ.28	N-2707441	39.7	46.4	Lacin
AZ.28	N-2707441	39.7	46.4	Lacin Rayonu
AZ.28	N-2707441	39.7	46.4	Lachyn Rayonu
AZ.28	N-2707441	39.7	46.4	Lachinskiy Rayon
AZ.21	N-2706730	40.6	46.7	Kasum-Ismailovskiy Rayon
AZ.21	N-2706730	40.6	46.7	Qasym Ismayylov Rayonu
AZ.21	N-2706730	40.6	46.7	Goranboy
AZ.21	N-2706730	40.6	46.7	Goranboy
AZ.18	N-2706014	39.6	47.3	Fizulinskiy Rayon
AZ.18	N-2706014	39.6	47.3	Karyaginskiy Rayon
AZ.18	N-2706014	39.6	47.3	Fuzuli
AZ.18	N-2706014	39.6	47.3	Fuzuli Rayonu
AZ.19	N-1943932	40.5	45.7	Kedabekskiy Rayon
AZ.19	N-1943932	40.5	45.7	Gadabay
AZ.19	N-1943932	40.5	45.7	Gadabay Rayonu
AZ.20	N334313	40.6	46.4	Ganca
AZ.20	N334313	40.6	46.4	Ganca Sahari
AZ.42	N-2707241	41.2	48.4	Kubinskiy Rayon
AZ.42	N-2707241	41.2	48.4	Quba
AZ.42	N-2707241	41.2	48.4	Quba
AZ.41	N334320	40.5	49.0	Qobustan
AZ.41	N334320	40.5	49.0	Qobustan
AZ.43	N-2707240	39.3	46.6	Kubatlinskiy Rayon
AZ.43	N-2707240	39.3	46.6	Qubadly Rayonu
AZ.43	N-2707240	39.3	46.6	Qubadli
AZ.43	N-2707240	39.3	46.6	Qubadli Rayonu
AZ.44	N-2707287	41.4	48.2	Gil'skiy Rayon
AZ.44	N-2707287	41.4	48.2	Kusarskiy Rayon
AZ.44	N-2707287	41.4	48.2	Qusar
AZ.44	N-2707287	41.4	48.2	Qusar
AZ.45	N-2708263	39.8	48.4	Saatlinskiy Rayon
AZ.45	N-2708263	39.8	48.4	Saatly Rayonu
AZ.45	N-2708263	39.8	48.4	Saatli
AZ.45	N-2708263	39.8	48.4	Saatli Rayonu
AZ.46	N-2708271	39.9	48.7	Sabirabadskiy Rayon
AZ.46	N-2708271	39.9	48.7	Sabirabad
AZ.46	N-2708271	39.9	48.7	Sabirabad
AZ.17	N-2705775	41.2	48.9	Davaci Rayonu
AZ.17	N-2705775	41.2	48.9	Sabran
AZ.17	N-2705775	41.2	48.9	Sabran Rayonu
AZ.17	N-2705775	41.2	48.9	Divichinskiy Rayon
AZ.17	N-2705775	41.2	48.9	Davachi Rayonu
AZ.78	N-2708454	39.4	45.6	Shahbuz Rayonu
AZ.78	N-2708454	39.4	45.6	Shakhbuzskiy Rayon
AZ.78	N-2708454	39.4	45.6	Sahbuz
AZ.78	N-2708454	39.4	45.6	Sahbuz Rayonu
AZ.77	N332833	39.7	44.9	Sadarak Rayonu
AZ.77	N332833	39.7	44.9	Sadarak
AZ.77	N332833	39.7	44.9	Sadarak Rayonu
AZ.47	N-2708529	41.1	47.2	Shaki Rayonu
AZ.47	N-2708529	41.1	47.2	Shekinskiy Rayon
AZ.47	N-2708529	41.1	47.2	Nukhinskiy Rayon
AZ.47	N-2708529	41.1	47.2	Saki
AZ.47	N-2708529	41.1	47.2	Saki Rayonu
AZ.48	N334326	41.2	47.2	Saki
AZ.48	N334326	41.2	47.2	Saki Sahari
AZ.49	N-2708316	39.7	49.0	Sal'yanskiy Rayon
AZ.49	N-2708316	39.7	49.0	Salyan
AZ.49	N-2708316	39.7	49.0	Salyan
AZ.13	N-2708192	39.5	48.4	Belyasuvarskiy Rayon
AZ.13	N-2708192	39.5	48.4	Pushkin Rayonu
AZ.13	N-2708192	39.5	48.4	Pushkinskiy Rayon
AZ.13	N-2708192	39.5	48.4	Bilasuvar
AZ.13	N-2708192	39.5	48.4	Bilasuvar Rayonu
AZ.14	N-2705897	39.3	47.0	Jabrayyl Rayonu
AZ.14	N-2705897	39.3	47.0	Dzhebrail'skiy Rayon
AZ.14	N-2705897	39.3	47.0	Cabrayil
AZ.14	N-2705897	39.3	47.0	Cabrayil Rayonu
AZ.15	N-2705861	39.2	48.5	Calilabad Rayonu
AZ.15	N-2705861	39.2	48.5	Dzhalilabadskiy Rayon
AZ.15	N-2705861	39.2	48.5	Jalilabad Rayonu
AZ.15	N-2705861	39.2	48.5	Astrakhan-Bazarskiy Rayon
AZ.15	N-2705861	39.2	48.5	Calilabad
AZ.15	N-2705861	39.2	48.5	Calilabad Rayonu
AZ.73	N-2705936	39.2	45.7	Dzhul'finskiy Rayon
AZ.73	N-2705936	39.2	45.7	Julfa Rayonu
AZ.73	N-2705936	39.2	45.7	Culfa
AZ.73	N-2705936	39.2	45.7	Culfa
AZ.16	N-2705689	40.4	46.0	Dastafyurskiy Rayon
AZ.16	N-2705689	40.4	46.0	Dashkasan Rayonu
AZ.16	N-2705689	40.4	46.0	Dashkesanskiy Rayon
AZ.16	N-2705689	40.4	46.0	Daskasan Rayonu
AZ.16	N-2705689	40.4	46.0	Daskasan
AZ.50	N-2708531	40.6	48.7	Shemakhinskiy Rayon
AZ.50	N-2708531	40.6	48.7	Shamakhy Rayonu
AZ.50	N-2708531	40.6	48.7	Samaxi Rayonu
AZ.50	N-2708531	40.6	48.7	Samaxi
AZ.51	N-2708489	40.8	46.1	Shamkhorskiy Rayon
AZ.51	N-2708489	40.8	46.1	Shamkhor Rayonu
AZ.51	N-2708489	40.8	46.1	Samkir
AZ.51	N-2708489	40.8	46.1	Samkir Rayonu
AZ.52	N334321	40.9	46.4	Samux
AZ.52	N334321	40.9	46.4	Samux
AZ.79	N-2706354	39.5	45.1	Norashenskiy Rayon
AZ.79	N-2706354	39.5	45.1	Il'ichevskiy Rayon
AZ.79	N-2706354	39.5	45.1	Ilich Rayonu
AZ.79	N-2706354	39.5	45.1	Sarur
AZ.79	N-2706354	39.5	45.1	Sarur Rayonu
AZ.07	N334312	39.9	48.9	Ali Bayramli Sahari
AZ.07	N334312	39.9	48.9	Sirvan
AZ.07	N334312	39.9	48.9	Sirvan Sahari
AZ.53	N334495	41.0	49.1	Siyazan
AZ.53	N334495	41.0	49.1	Siyazan Rayonu
AZ.54	N334496	40.6	49.7	Sumqayit
AZ.54	N334496	40.6	49.7	Sumqayit Sahari
AZ.57	N-2707721	40.4	46.8	Tartar
AZ.57	N-2707721	40.4	46.8	Tartar Rayonu
AZ.57	N-2707721	40.4	46.8	Mir-Bashirskiy Rayon
AZ.57	N-2707721	40.4	46.8	Mirbasir Rayonu
AZ.57	N-2707721	40.4	46.8	Mirbashir Rayonu
AZ.57	N-2707721	40.4	46.8	Terterskiy Rayon
AZ.58	N-2708822	41.0	45.8	Tauzskiy Rayon
AZ.58	N-2708822	41.0	45.8	Tovuz
AZ.58	N-2708822	41.0	45.8	Tovuz
AZ.59	N-2708956	40.4	47.8	Ujar Rayonu
AZ.59	N-2708956	40.4	47.8	Udzharskiy Rayon
AZ.59	N-2708956	40.4	47.8	Ucar
AZ.59	N-2708956	40.4	47.8	Ucar
AZ.61	N334499	39.8	46.8	Xankandi
AZ.61	N334499	39.8	46.8	Xankandi Sahari
AZ.63	N334501	40.8	49.2	Xizi
AZ.63	N334501	40.8	49.2	Xizi Rayonu
AZ.64	N-2705068	39.8	46.8	Stepanakertskiy Rayon
AZ.64	N-2705068	39.8	46.8	Askeranskiy Rayon
AZ.64	N-2705068	39.8	46.8	Stepanakert Rayonu
AZ.64	N-2705068	39.8	46.8	Xocali
AZ.64	N-2705068	39.8	46.8	Xocali Rayonu
AZ.01	N-2704896	40.4	49.3	Apsheronskiy Rayon
AZ.01	N-2704896	40.4	49.3	Absheron Rayonu
AZ.01	N-2704896	40.4	49.3	Abseron
AZ.01	N-2704896	40.4	49.3	Abseron Rayonu
AZ.02	N-2704670	40.0	47.4	Aghjabadi Rayonu
AZ.02	N-2704670	40.0	47.4	Agdzhabedinskiy Rayon
AZ.02	N-2704670	40.0	47.4	Agcabadi
AZ.02	N-2704670	40.0	47.4	Agcabadi Rayonu
AZ.69	N-2709267	39.1	46.7	Zangelanskiy Rayon
AZ.69	N-2709267	39.1	46.7	Zangilan Rayonu
AZ.69	N-2709267	39.1	46.7	Zangilan
AZ.70	N-2709257	41.6	46.7	Zakatal'skiy Rayon
AZ.70	N-2709257	41.6	46.7	Zaqatala
AZ.70	N-2709257	41.6	46.7	Zaqatala
AZ.71	N-2709290	40.2	47.8	Zardab
AZ.71	N-2709290	40.2	47.8	Zardab Rayonu
AZ.71	N-2709290	40.2	47.8	Zardobskiy Rayon
AZ.06	N-2704725	40.5	48.3	Agsu Rayonu
AZ.06	N-2704725	40.5	48.3	Agsu
AZ.06	N-2704725	40.5	48.3	Akhsuinskiy Rayon
AZ.06	N-2704725	40.5	48.3	Aghsu Rayonu
AZ.72	N-2705157	39.2	45.5	Babekskiy Rayon
AZ.72	N-2705157	39.2	45.5	Nakhchyvan Rayonu
AZ.72	N-2705157	39.2	45.5	Nakhichevanskiy Rayon
AZ.72	N-2705157	39.2	45.5	Nakhjavan
AZ.72	N-2705157	39.2	45.5	نخجوان
AZ.72	N-2705157	39.2	45.5	Babak
AZ.72	N-2705157	39.2	45.5	Babak Rayonu
AZ.09	N-2705200	40.3	49.7	Baki Sahari
AZ.09	N-2705200	40.3	49.7	Baky Shahari
AZ.09	N-2705200	40.3	49.7	Gorod Baku
AZ.09	N-2705200	40.3	49.7	Baki
AZ.09	N-2705200	40.3	49.7	Baki Sahari
AZ.10	N-2705309	41.8	46.4	Belokanskiy Rayon
AZ.10	N-2705309	41.8	46.4	Balakan
AZ.10	N-2705309	41.8	46.4	Balakan Rayonu
AZ.11	N-2705247	40.4	47.3	Bardinskiy Rayon
AZ.11	N-2705247	40.4	47.3	Barda
AZ.11	N-2705247	40.4	47.3	Barda Rayonu
AZ.12	N-2709320	39.8	47.7	Zhdanovskiy Rayon
AZ.12	N-2709320	39.8	47.7	Zhdanov Rayonu
AZ.12	N-2709320	39.8	47.7	Beylaqan
AZ.12	N-2709320	39.8	47.7	Beylaqan Rayonu
AZ.24	N-2706390	39.8	48.1	Imisli
AZ.24	N-2706390	39.8	48.1	Imisli Rayonu
AZ.24	N-2706390	39.8	48.1	Imishli Rayonu
AZ.24	N-2706390	39.8	48.1	Imishlinskiy Rayon
AZ.24	N-2706390	39.8	48.1	Karadonlinskiy Rayon
AZ.22	N-2706160	40.6	47.8	Geokchayskiy Rayon
AZ.22	N-2706160	40.6	47.8	Goychay Rayonu
AZ.22	N-2706160	40.6	47.8	Goycay
AZ.22	N-2706160	40.6	47.8	Goycay Rayonu
AZ.62	N-2706947	40.5	46.3	Narimanovskiy Rayon
AZ.62	N-2706947	40.5	46.3	Khanlarskiy Rayon
AZ.62	N-2706947	40.5	46.3	Khanlar Rayonu
AZ.62	N-2706947	40.5	46.3	Xanlar Rayonu
AZ.62	N-2706947	40.5	46.3	Goygol
AZ.62	N-2706947	40.5	46.3	Goygol Rayonu
AZ.23	N334841	40.1	48.9	Haciqabul
AZ.23	N334841	40.1	48.9	Haciqabul Rayonu
AZ.25	N-2706418	40.8	48.2	Ismayylly Rayonu
AZ.25	N-2706418	40.8	48.2	Ismayilli
AZ.25	N-2706418	40.8	48.2	Ismayilli Rayonu
AZ.25	N-2706418	40.8	48.2	Ismaillinskiy Rayon
AZ.65	N334502	39.7	47.0	Xocavand
AZ.65	N334502	39.7	47.0	Xocavand Rayonu
AZ.66	N-2709100	38.9	48.2	Vergyaduzskiy Rayon
AZ.66	N-2709100	38.9	48.2	Yardymlinskiy Rayon
AZ.66	N-2709100	38.9	48.2	Yardymly Rayonu
AZ.66	N-2709100	38.9	48.2	Yardimli
AZ.66	N-2709100	38.9	48.2	Yardimli Rayonu
AZ.67	N-2709169	40.7	47.0	Yevlakh Rayonu
AZ.67	N-2709169	40.7	47.0	Yevlakhskiy Rayon
AZ.67	N-2709169	40.7	47.0	Yevlax
AZ.67	N-2709169	40.7	47.0	Yevlax
AZ.68	N334503	40.6	47.2	Yevlax
AZ.68	N334503	40.6	47.2	Yevlax
AZ.29	N-2707477	38.9	48.8	Lenkoranskiy Rayon
AZ.29	N-2707477	38.9	48.8	Lankaran Rayonu
AZ.29	N-2707477	38.9	48.8	Lankaran
AZ.29	N-2707477	38.9	48.8	Lankaran Rayonu
AZ.30	N334314	38.7	48.8	Lankaran
AZ.30	N334314	38.7	48.8	Lankaran Sahari
AZ.31	N-2707480	38.8	48.4	Zuvandskiy Rayon
AZ.31	N-2707480	38.8	48.4	Zuvandinskiy Rayon
AZ.31	N-2707480	38.8	48.4	Lerikskiy Rayon
AZ.31	N-2707480	38.8	48.4	Lerik
AZ.31	N-2707480	38.8	48.4	Lerik
AZ.32	N-2707617	39.0	48.7	Masallinskiy Rayon
AZ.32	N-2707617	39.0	48.7	Masally Rayonu
AZ.32	N-2707617	39.0	48.7	Masalli
AZ.32	N-2707617	39.0	48.7	Masalli Rayonu
AZ.33	N334316	40.8	47.0	Mingacevir
AZ.33	N334316	40.8	47.0	Mingacevir Sahari
AZ.34	N334318	40.5	46.8	Naftalan
AZ.34	N334318	40.5	46.8	Naftalan
AZ.75	N11612756	39.2	45.4	Naxcivan Sahari
AZ.75	N11612756	39.2	45.4	Naxcivan
AZ.36	N-2707943	39.3	49.0	Neftechalinskiy Rayon
AZ.36	N-2707943	39.3	49.0	Neftcala
AZ.36	N-2707943	39.3	49.0	Neftcala Rayonu
AZ.37	N-2709019	41.1	47.5	Vartashenskiy Rayon
AZ.37	N-2709019	41.1	47.5	Vartashen Rayonu
AZ.37	N-2709019	41.1	47.5	Oguz
AZ.37	N-2709019	41.1	47.5	Oguz Rayonu
AZ.76	N-2708047	39.1	45.9	Ordubadskiy Rayon
AZ.76	N-2708047	39.1	45.9	Ordubad
AZ.76	N-2708047	39.1	45.9	Ordubad
AZ.39	N-2706463	41.3	46.8	Kakhskiy Rayon
AZ.39	N-2706463	41.3	46.8	Qakh Rayonu
AZ.39	N-2706463	41.3	46.8	Qax
AZ.39	N-2706463	41.3	46.8	Qax
AZ.40	N-2706762	41.1	45.4	Qazakh Rayonu
AZ.40	N-2706762	41.1	45.4	Kazakhskiy Rayon
AZ.40	N-2706762	41.1	45.4	Qazax
AZ.40	N-2706762	41.1	45.4	Qazax
AZ.38	N-2707303	40.9	47.8	Kutkashenskiy Rayon
AZ.38	N-2707303	40.9	47.8	Qutqashen Rayonu
AZ.38	N-2707303	40.9	47.8	Qabala
AZ.38	N-2707303	40.9	47.8	Qabala Rayonu
AZ.03	N-2704661	40.0	47.0	Aghdam Rayonu
AZ.03	N-2704661	40.0	47.0	Agdamskiy Rayon
AZ.03	N-2704661	40.0	47.0	Agdam
AZ.03	N-2704661	40.0	47.0	Agdam Rayonu
AZ.04	N-2704667	40.6	47.4	Agdas
AZ.04	N-2704667	40.6	47.4	Agdas Rayonu
AZ.04	N-2704667	40.6	47.4	Agdashskiy Rayon
AZ.04	N-2704667	40.6	47.4	Aghdash Rayonu
AZ.05	N334295	41.2	45.5	Agstafa
AZ.05	N334295	41.2	45.5	Agstafa Rayonu
AZ.08	N-2705084	38.5	48.7	Astarinskiy Rayon
AZ.08	N-2705084	38.5	48.7	Astara
AZ.08	N-2705084	38.5	48.7	Astara
AZ.60	N-2706880	41.6	48.8	Xacmaz
AZ.60	N-2706880	41.6	48.8	Xacmaz Rayonu
AZ.60	N-2706880	41.6	48.8	Khachmasskiy Rayon
AZ.60	N-2706880	41.6	48.8	Khachmaz Rayonu
AZ.55	N-2708600	39.7	46.7	Shusha Rayonu
AZ.55	N-2708600	39.7	46.7	Shushinskiy Rayon
AZ.55	N-2708600	39.7	46.7	Shushi Shrjan
AZ.55	N-2708600	39.7	46.7	Շուշի Շրջան
AZ.55	N-2708600	39.7	46.7	Susa
AZ.55	N-2708600	39.7	46.7	Susa Rayonu
AZ.0	N334497	39.8	46.8	Susa Sahari
AZ.0	N-2707603	40.2	46.8	Dzherabertskiy Rayon
AZ.0	N-2707603	40.2	46.8	Dzharoberdskiy Rayon
AZ.0	N-2707603	40.2	46.8	Mardakertskiy Rayon
AZ.0	N-2707603	40.2	46.8	Mardakert Rayonu
AZ.0	N-2706021	39.6	46.8	Dizakskiy Rayon
AZ.0	N-2706021	39.6	46.8	Hadrut Rayonu
AZ.0	N-2706021	39.6	46.8	Gadrutskiy Rayon
AZ.0	N-2707609	39.8	47.0	Martuni Rayonu
AZ.0	N-2707609	39.8	47.0	Мартунинский Район
AZ.0	N-2707609	39.8	47.0	Martuninskiy Rayon
AZ.0	N-2708516	40.4	46.5	Saumyan Rayonu
AZ.0	N-2708516	40.4	46.5	Shaumyanovskiy Rayon
AZ.0	N-2708516	40.4	46.5	Shaumyan Rayonu
AL.45	N9124408	40.2	20.2	Qarku Gjirokaster
AL.45	N9124408	40.2	20.2	Gjirokastër
AL.45	N9124408	40.2	20.2	Gjirokaster
AL.47	N9124410	42.2	20.4	Qarku Kukes
AL.47	N9124410	42.2	20.4	Kukës
AL.47	N9124410	42.2	20.4	Kukes
AL.49	N9124412	42.2	19.8	Qarku Shkoder
AL.49	N9124412	42.2	19.8	Qarku i Shkodres
AL.49	N9124412	42.2	19.8	Shkoder
AL.51	N9124414	40.2	19.8	Qarku i Vlores
AL.51	N9124414	40.2	19.8	Qarku Vlore
AL.51	N9124414	40.2	19.8	Vlore
AL.48	N9124411	41.8	19.9	Qarku Lezhe
AL.48	N9124411	41.8	19.9	Lezhë
AL.48	N9124411	41.8	19.9	Lezhe
AL.41	N9124404	41.6	20.2	Qarku Diber
AL.41	N9124404	41.6	20.2	Dibër
AL.41	N9124404	41.6	20.2	Diber
AL.50	N9124413	41.3	19.8	Tirane
AL.50	N9124413	41.3	19.8	Qarku Tirane
AL.50	N9124413	41.3	19.8	Qarku i Tiranes
AL.50	N9124413	41.3	19.8	Tirana
AL.42	N9124405	41.5	19.6	Qarku Durres
AL.42	N9124405	41.5	19.6	Durrës
AL.42	N9124405	41.5	19.6	Durres
AL.43	N9124406	41.1	20.2	Qarku Elbasan
AL.43	N9124406	41.1	20.2	Elbasan
AL.43	N9124406	41.1	20.2	Elbasan
AL.44	N9124407	40.8	19.6	Qarku Fier
AL.44	N9124407	40.8	19.6	Fier
AL.44	N9124407	40.8	19.6	Fier
AL.40	N9124403	40.6	20.1	Qarku Berat
AL.40	N9124403	40.6	20.1	Berat
AL.40	N9124403	40.6	20.1	Berat
AL.46	N9124409	40.6	20.7	Qarku Korce
AL.46	N9124409	40.6	20.7	Korçë
AL.46	N9124409	40.6	20.7	Korce
AM.03	N330412	40.1	44.0	Արմավիր
AM.03	N330412	40.1	44.0	Արմավիր
AM.03	N330412	40.1	44.0	Armavir
AM.03	N330412	40.1	44.0	Armavir
AM.01	N330409	40.4	44.2	Aragatzotn
AM.01	N330409	40.4	44.2	Արագածոտն
AM.01	N330409	40.4	44.2	Արագածոտն
AM.01	N330409	40.4	44.2	Aragatsotn
AM.01	N330409	40.4	44.2	Aragatsotn
AM.02	N330410	39.9	44.8	Արարատ
AM.02	N330410	39.9	44.8	Արարատ
AM.02	N330410	39.9	44.8	Ararat
AM.02	N330410	39.9	44.8	Ararat
AM.04	N330414	40.2	45.4	Գեղարքունիք
AM.04	N330414	40.2	45.4	Գեղարքունիք
AM.04	N330414	40.2	45.4	Geghark'unik
AM.04	N330414	40.2	45.4	Geghark'unik
AM.11	N-2325646	40.2	44.5	Yerevan
AM.11	N-2325646	40.2	44.5	Երէվան
AM.11	N-2325646	40.2	44.5	Երէվան
AM.11	N-2325646	40.2	44.5	K'aghak' Yerevan
AM.11	N-2325646	40.2	44.5	Gorod Yerevan
AM.05	N330427	40.4	44.8	Կոտայք
AM.05	N330427	40.4	44.8	Կոտայք
AM.05	N330427	40.4	44.8	Kotayk
AM.05	N330427	40.4	44.8	Kotayk
AM.06	N330428	41.0	44.5	Լոռի
AM.06	N330428	41.0	44.5	Լոռի
AM.06	N330428	41.0	44.5	Lorri
AM.06	N330428	41.0	44.5	Lorri
AM.07	N330429	40.8	43.8	Շիրակ
AM.07	N330429	40.8	43.8	Շիրակ
AM.07	N330429	40.8	43.8	Shirak
AM.07	N330429	40.8	43.8	Shirak
AM.08	N330430	39.3	46.2	Սյունիք
AM.08	N330430	39.3	46.2	Սյունիք
AM.08	N330430	39.3	46.2	Syunik
AM.08	N330430	39.3	46.2	Syunik
AM.10	N330434	39.8	45.4	Վայոց Ձոր
AM.10	N330434	39.8	45.4	Վայոց Ձոր
AM.10	N330434	39.8	45.4	Vayots' Dzor
AM.10	N330434	39.8	45.4	Vayots' Dzor
AM.09	N330432	40.9	45.2	Taush
AM.09	N330432	40.9	45.2	Տավուշ
AM.09	N330432	40.9	45.2	Տավուշ
AM.09	N330432	40.9	45.2	Tavush
AM.09	N330432	40.9	45.2	Tavush
AM.0	N14740395	40.2	44.3	Ejmiatsin
AM.0	N14740396	40.5	44.7	Hrazdani
AM.0	N14740396	40.5	44.7	Razdanskiy Rayon
AM.0	N14740396	40.5	44.7	Akhtinskiy Rayon
AM.0	N-2325632	39.8	45.3	Yeghegnadzori Shrjan
AM.0	N-2325632	39.8	45.3	Yekhegnadzorskiy Rayon
AM.0	N-2325632	39.8	45.3	Mikoyanskiy Rayon
AM.0	N-2325632	39.8	45.3	Mikoyanovskiy Rayon
AM.0	N-2325568	40.2	45.8	Vardenisi Shrjan
AM.0	N-2325568	40.2	45.8	Vardenisskiy Rayon
AM.0	N-2325568	40.2	45.8	Basargecharskiy Rayon
AM.0	N-2325529	41.0	44.8	T'umanyani Shrjan
AM.0	N-2325529	41.0	44.8	Allaverdskiy Rayon
AM.0	N-2325529	41.0	44.8	Alaverdskiy Rayon
AM.0	N-2325529	41.0	44.8	Tumanyanskiy Rayon
AM.0	N-2325457	40.3	43.8	T'alini Shrjan
AM.0	N-2325457	40.3	43.8	Talinskiy Rayon
AM.0	N-2325447	41.0	44.3	Stepanavanskiy Rayon
AM.0	N-2325447	41.0	44.3	Step'anavani Shrjan
AM.0	N-2325442	40.8	44.2	Spitakskiy Rayon
AM.0	N-2325442	40.8	44.2	Spitaki Shrjan
AM.0	N-2325439	40.2	44.5	Spandaryanskiy Rayon
AM.0	N-2325433	40.2	44.5	Sovetskiy Rayon
AM.0	N-2325423	39.6	46.0	Sisiani Shrjan
AM.0	N-2325423	39.6	46.0	Sisianskiy Rayon
AM.0	N-2325387	40.2	44.5	Shaumyanskiy Rayon
AM.0	N-2325379	40.8	45.4	Shamshadinskiy Rayon
AM.0	N-2325379	40.8	45.4	Taushi Shrjan
AM.0	N-2325363	40.6	44.9	Sevanskiy Rayon
AM.0	N-2325363	40.6	44.9	Sevani Shrjan
AM.0	N-2325266	40.2	44.5	Stalinskiy Rayon
AM.0	N-2325266	40.2	44.5	Ordzhonikidzevskiy Rayon
AM.0	N-2325263	40.1	44.0	Armaviri Shrjan
AM.0	N-2325263	40.1	44.0	Oktemberyanskiy Rayon
AM.0	N-2325252	41.2	45.0	Noyemberyani Shrjan
AM.0	N-2325252	41.2	45.0	Noyemberyanskiy Rayon
AM.0	N-2325186	40.3	44.5	Nairiyskiy Rayon
AM.0	N-2325186	40.3	44.5	Nairii Shrjan
AM.0	N-2325184	40.2	44.5	Myasnikyanskiy Rayon
AM.0	N-2325146	39.0	46.3	Megrinskiy Rayon
AM.0	N-2325146	39.0	46.3	Meghru Shrjan
AM.0	N-2325130	40.0	44.5	Masisskiy Rayon
AM.0	N-2325126	40.1	45.2	Martuninskiy Rayon
AM.0	N-2325126	40.1	45.2	Martunu Shrjan
AM.0	N-2325069	40.2	44.5	Leninskiy Rayon
AM.0	N-2325034	40.6	45.2	Krasnosel'skiy Rayon
AM.0	N-2325034	40.6	45.2	Krasnoselski Shrjan
AM.0	N-2324906	41.1	44.2	Kalininskiy Rayon
AM.0	N-2324906	41.1	44.2	Tashiri Shrjan
AM.0	N-2324895	39.2	46.3	Kapani Shrjan
AM.0	N-2324895	39.2	46.3	Kafanskiy Rayon
AM.0	N-2324875	40.3	45.1	Kamoyi Shrjan
AM.0	N-2324875	40.3	45.1	Nor Bayazetskiy Rayon
AM.0	N-2324873	40.2	44.5	Rayon Imeni Dvadtsati Shesti Komissarov
AM.0	N-2324873	40.2	44.5	Mikoyanskiy Rayon
AM.0	N-2324873	40.2	44.5	Rayon Imeni Dvadtsati Shesti Bakinskikh Komissarov
AM.0	N-2324869	40.8	45.0	Ijevani Shrjan
AM.0	N-2324869	40.8	45.0	Idzhevanskiy Rayon
AM.0	N-2324848	41.0	43.9	Gukasyanskiy Rayon
AM.0	N-2324848	41.0	43.9	Ashots'k'i Shrjan
AM.0	N-2324844	40.8	44.6	Gugarkskiy Rayon
AM.0	N-2324844	40.8	44.6	Kirovakanskiy Rayon
AM.0	N-2324844	40.8	44.6	Gugark'i Shrjan
AM.0	N-2324835	39.5	46.3	Gorisskiy Rayon
AM.0	N-2324835	39.5	46.3	Gorisi Shrjan
AM.0	N-2324759	40.2	44.3	Vagarshapatskiy Rayon
AM.0	N-2324759	40.2	44.3	Echmiadzinskiy Rayon
AM.0	N-2324759	40.2	44.3	Ejmiatsni Shrjan
AM.0	N-2324584	39.8	45.6	Azizbekovskiy Rayon
AM.0	N-2324584	39.8	45.6	Vayk'i Shrjan
AM.0	N-2324523	40.3	44.3	Ashtarakskiy Rayon
AM.0	N-2324523	40.3	44.3	Ashtaraki Shrjan
AM.0	N-2324510	40.6	44.1	Artikskiy Rayon
AM.0	N-2324510	40.6	44.1	Art'iki Shrjan
AM.0	N-2324502	40.0	44.5	Artashati Shrjan
AM.0	N-2324502	40.0	44.5	Artashatskiy Rayon
AM.0	N-2324502	40.0	44.5	Kamarlinskiy Rayon
AM.0	N-2324445	40.0	44.8	Vedinskiy Rayon
AM.0	N-2324445	40.0	44.8	Araratskiy Rayon
AM.0	N-2324445	40.0	44.8	Ararati Shrjan
AM.0	N-2324434	40.6	44.2	Aragatsskiy Rayon
AM.0	N-2324434	40.6	44.2	Aragatsi Shrjan
AM.0	N-2324422	40.6	44.3	Aparanskiy Rayon
AM.0	N-2324422	40.6	44.3	Aparani Shrjan
AM.0	N-2324412	40.6	43.8	Aniyskiy Rayon
AM.0	N-2324412	40.6	43.8	Aginskiy Rayon
AM.0	N-2324412	40.6	43.8	Anii Shrjan
